Name,Position,Market_Value,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,PrgC,PrgP,PrgR,Gls (90),Ast (90),G+A (90),G-PK (90),G+A-PK (90)
Aaron Cresswell,Defender,-2000000.0,1.0,-16.0,-17.0,-1480.0,-16.400000000000002,-1.0,-2.0,-3.0,-1.0,0.0,0.0,-6.0,0.0,0.0,-34.0,41.0,-0.03,-0.03,-0.06,-0.03,-0.06
Aaron Lennon,Attack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Mooy,Midfield,0.0,1.0,-7.0,-9.0,-737.0,-8.200000000000003,-1.0,-2.0,-3.0,-1.0,0.0,0.0,0.0,0.0,6.0,-85.0,17.0,0.0,-0.049999999999999996,-0.06,-0.009999999999999995,-0.06
Aaron Ramsey,Midfield,-5000000.0,1.0,4.0,-7.0,-515.0,-5.699999999999999,-3.0,-2.0,-5.0,-3.0,0.0,0.0,0.0,0.0,-14.0,-46.0,-28.0,-0.07,0.019999999999999962,-0.04999999999999993,-0.07,-0.04999999999999993
Aaron Wan-Bissaka,Defender,30000000.0,1.0,28.0,28.0,2507.0,27.799999999999997,0.0,3.0,3.0,0.0,0.0,0.0,3.0,1.0,78.0,136.0,105.0,0.0,0.09,0.09,0.0,0.09
Aarón Martín,Defender,0.0,1.0,1.0,1.0,63.0,0.6999999999999993,0.0,3.0,3.0,0.0,0.0,0.0,-3.0,0.0,51.0,20.0,73.0,0.0,0.09,0.09,0.0,0.09
Abdelhamid Sabiri,Attack,0.0,1.0,-3.0,-1.0,-172.0,-1.9,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,-2.0,-13.0,-7.0,0.0,-0.41,-0.41,0.0,-0.41
Abdou Diallo,Defender,2000000.0,1.0,1.0,0.0,-36.0,-0.40000000000000213,-1.0,0.0,-1.0,-1.0,0.0,0.0,-4.0,1.0,16.0,25.0,38.0,-0.030000000000000006,0.0,-0.03,-0.030000000000000006,-0.03
Abdoulaye Bamba,Defender,2000000.0,1.0,12.0,12.0,1040.0,11.600000000000001,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,28.0,20.0,24.0,0.0,0.14,0.14,0.0,0.14
Abdoulaye Diallo,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abdoulaye Doucouré,Midfield,-24000000.0,2.0,-31.0,-31.0,-2829.0,-31.4,-7.0,-3.0,-10.0,-7.0,0.0,0.0,-10.0,0.0,-73.0,-222.0,-79.0,-0.19,-0.08,-0.27,-0.19,-0.27
Abdoulaye Touré,Midfield,16000000.0,2.0,-1.0,3.0,252.0,2.8000000000000007,4.0,5.0,9.0,4.0,0.0,0.0,4.0,0.0,34.0,18.0,49.0,0.12,0.15,0.26,0.12,0.26
Achraf Hakimi,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Lallana,Attack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Masina,Defender,8000000.0,7.0,-21.0,-28.0,-2362.0,-26.2,0.0,-1.0,-1.0,0.0,0.0,0.0,-7.0,-1.0,-39.0,-132.0,-69.0,0.0,-0.03,-0.03,0.0,-0.03
Adam Ounas,Attack,-500000.0,4.0,7.0,11.0,908.0,10.1,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,7.0,35.0,-4.0,0.0,0.09,0.09,0.0,0.09
Adam Smith,Defender,5000000.0,-5.0,-9.0,-16.0,-1533.0,-17.0,2.0,-3.0,-1.0,2.0,0.0,0.0,-6.0,0.0,-11.0,-60.0,-22.0,0.46,-0.13,0.32999999999999996,0.46,0.32999999999999996
Adama Diakhaby,Attack,0.0,6.0,3.0,15.0,1216.0,13.6,-1.0,-2.0,-3.0,-1.0,0.0,0.0,3.0,0.0,61.0,91.0,-2.0,-0.16999999999999998,-0.28,-0.44000000000000006,-0.16999999999999998,-0.44000000000000006
Adama Mbengue,Defender,5000000.0,-1.0,-7.0,-12.0,-1043.0,-11.6,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-55.0,-73.0,-50.0,0.0,0.0,0.0,0.0,0.0
Adama Soumaoro,Defender,0.0,1.0,6.0,6.0,531.0,5.900000000000002,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,6.0,8.0,1.0,0.0,0.05,0.05,0.0,0.05
Adama Traoré,Attack,10000000.0,0.0,26.0,6.0,713.0,7.9,-2.0,1.0,-1.0,-2.0,0.0,0.0,0.0,0.0,81.0,23.0,52.0,-1.3299999999999998,0.1,-1.23,-1.3299999999999998,-1.23
Ademola Lookman,Attack,-15000000.0,13.0,5.0,9.0,838.0,9.299999999999999,-4.0,-2.0,-6.0,-4.0,0.0,0.0,1.0,0.0,-18.0,21.0,-36.0,-0.72,-0.41,-1.12,-0.72,-1.12
Adil Rami,Defender,3000000.0,-4.0,-7.0,-13.0,-1263.0,-13.999999999999996,5.0,3.0,8.0,5.0,0.0,0.0,-4.0,0.0,14.0,-4.0,173.0,0.29000000000000004,0.21000000000000002,0.5,0.29000000000000004,0.5
Admir Mehmedi,Attack,10000000.0,-3.0,15.0,10.0,964.0,10.7,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,66.0,40.0,148.0,-0.24,0.22,-0.020000000000000018,-0.24,-0.020000000000000018
Adnan Januzaj,Attack,-12000000.0,9.0,-2.0,2.0,354.0,3.8999999999999986,-3.0,-5.0,-8.0,-3.0,0.0,0.0,-1.0,0.0,-101.0,-27.0,-156.0,-0.17,-0.29,-0.46,-0.17,-0.46
Adrian Mariappa,Defender,4500000.0,-6.0,-9.0,-10.0,-970.0,-10.8,7.0,1.0,8.0,7.0,0.0,0.0,-3.0,0.0,10.0,-44.0,72.0,0.51,0.07,0.58,0.51,0.58
Adrien Hunou,Attack,9500000.0,6.0,-22.0,-16.0,-1370.0,-15.2,-5.0,-1.0,-6.0,-5.0,0.0,0.0,-1.0,0.0,-18.0,-22.0,-123.0,-0.31,-0.06,-0.37,-0.31,-0.37
Adrien Rabiot,Midfield,-42000000.0,2.0,1.0,1.0,117.0,1.3000000000000007,4.0,3.0,7.0,4.0,0.0,0.0,3.0,1.0,-37.0,-95.0,133.0,0.13999999999999999,0.09999999999999998,0.23999999999999996,0.13999999999999999,0.23999999999999996
Adrien Silva,Midfield,-24400000.0,-6.0,-3.0,-1.0,-12.0,-0.1999999999999993,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-10.0,-47.0,-15.0,0.0,-0.12,-0.12,0.0,-0.12
Adrien Thomasson,Attack,-7200000.0,-2.0,-30.0,-27.0,-2288.0,-25.400000000000002,-5.0,-3.0,-8.0,-5.0,0.0,0.0,-2.0,0.0,-56.0,-120.0,-199.0,-0.17,-0.1,-0.28,-0.17,-0.28
Adrián Diéguez,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adrián Marín,Defender,17000000.0,0.0,13.0,9.0,754.0,8.4,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,29.0,52.0,63.0,0.09,0.09,0.18,0.09,0.18
Afriyie Acquah,Midfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ainsley Maitland-Niles,Midfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alban Lafont,Goalkeeper,-9000000.0,8.0,-36.0,-36.0,-3266.0,-36.3,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,3.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0
Alberto Grassi,Midfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alberto Moreno,Defender,13000000.0,-2.0,21.0,23.0,2014.0,22.299999999999997,11.0,3.0,14.0,10.0,1.0,1.0,6.0,0.0,-4.0,3.0,163.0,0.3,0.08,0.38,0.27,0.36
Alberto Paloschi,Attack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albin Ekdal,Midfield,-3800000.0,-6.0,-9.0,-7.0,-658.0,-7.300000000000001,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,-8.0,-56.0,-1.0,0.0,-0.08,-0.08,0.0,-0.08
Aleix García,Midfield,-1700000.0,13.0,-1.0,-1.0,-249.0,-2.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-35.0,44.0,0.19,0.0,0.19,0.19,0.19
Aleix Vidal,Defender,-2500000.0,-6.0,-14.0,-4.0,-451.0,-5.0,-1.0,-1.0,-2.0,-1.0,0.0,0.0,0.0,0.0,-12.0,-27.0,-72.0,-0.2,-0.2,-0.39,-0.2,-0.39
Aleksandar Kolarov,Defender,38000000.0,-8.0,-3.0,-2.0,-213.0,-2.3999999999999986,0.0,-6.0,-6.0,0.0,0.0,0.0,3.0,1.0,-136.0,-92.0,-244.0,0.0,-0.18,-0.18,0.0,-0.18
Aleksandar Mitrović,Attack,-22500000.0,2.0,0.0,6.0,445.0,4.9,-1.0,0.0,-1.0,-1.0,0.0,0.0,2.0,0.0,-4.0,10.0,-12.0,-0.95,0.0,-0.95,-0.95,-0.95
Alessandro Bastoni,Defender,24500000.0,4.0,31.0,22.0,1879.0,20.9,3.0,6.0,9.0,3.0,0.0,0.0,0.0,0.0,131.0,135.0,222.0,0.14,0.27,0.41,0.14,0.41
Alessandro Deiola,Midfield,38700000.0,0.0,1.0,9.0,702.0,7.800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,1.0,-2.0,-13.0,-23.0,0.0,0.0,0.0,0.0,0.0
Alessandro Florenzi,Defender,5000000.0,-2.0,-30.0,-26.0,-2366.0,-26.3,-1.0,-3.0,-4.0,-1.0,0.0,-1.0,-2.0,0.0,-98.0,-173.0,-173.0,-0.04,-0.11,-0.15,-0.04,-0.15
Alessandro Matri,Attack,49500000.0,-5.0,8.0,21.0,1473.0,16.3,-2.0,2.0,0.0,-1.0,-1.0,-3.0,6.0,0.0,99.0,141.0,86.0,-0.26,0.08,-0.19,-0.16,-0.09000000000000001
Alessandro Murgia,Midfield,2000000.0,3.0,15.0,22.0,1977.0,22.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,-3.0,26.0,-43.0,0.03,0.0,0.03,0.03,0.03
Alessandro Schöpf,Midfield,-4000000.0,5.0,2.0,6.0,443.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-14.0,92.0,0.0,0.0,0.0,0.0,0.0
Alessio Cragno,Goalkeeper,-10500000.0,1.0,-15.0,-18.0,-1516.0,-16.9,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,12.0,46.0,2.0,0.09,0.09,0.18,0.09,0.18
Alessio Romagnoli,Defender,-24000000.0,-1.0,-10.0,-9.0,-765.0,-8.5,-2.0,0.0,-2.0,-2.0,0.0,0.0,-7.0,-1.0,-21.0,-81.0,-5.0,-0.08,0.0,-0.08,-0.08,-0.08
Alex Ferrari,Defender,68500000.0,4.0,10.0,2.0,366.0,4.100000000000001,12.0,8.0,20.0,12.0,0.0,0.0,-3.0,0.0,6.0,31.0,233.0,0.43,0.29,0.72,0.43,0.72
Alex Iwobi,Attack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex McCarthy,Goalkeeper,-2700000.0,-3.0,-2.0,-10.0,-853.0,-9.5,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,5.0,7.0,37.0,0.35,0.0,0.35,0.35,0.35
Alex Meret,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Oxlade-Chamberlain,Midfield,-38000000.0,5.0,19.0,0.0,338.0,3.7,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,18.0,32.0,30.0,0.16,0.0,0.16,0.16,0.16
Alex Pritchard,Attack,-5000000.0,-3.0,13.0,13.0,992.0,11.000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-16.0,49.0,-50.0,-0.039999999999999994,-0.039999999999999994,-0.09,-0.039999999999999994,-0.09
Alex Sandro,Defender,-15000000.0,3.0,-6.0,-14.0,-1237.0,-13.7,-3.0,0.0,-3.0,-3.0,0.0,0.0,-5.0,0.0,-56.0,-86.0,-79.0,-0.07,0.18,0.10999999999999999,-0.07,0.10999999999999999
Alexander Djiku,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexander Esswein,Attack,13000000.0,-3.0,-1.0,7.0,514.0,5.699999999999999,-2.0,-1.0,-3.0,-2.0,0.0,0.0,2.0,0.0,-13.0,6.0,-53.0,-0.29,-0.15,-0.44,-0.29,-0.44
Alexander Hack,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexander Nübel,Goalkeeper,500000.0,4.0,19.0,19.0,1679.0,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexander Schwolow,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexandre Lacazette,Attack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexandre Mendy,Attack,57500000.0,-2.0,-12.0,-6.0,-619.0,-6.800000000000001,-4.0,0.0,-4.0,-4.0,0.0,0.0,-1.0,0.0,-5.0,-9.0,-61.0,-0.45,0.0,-0.45,-0.45,-0.45
Alexandru Maxim,Attack,23000000.0,-6.0,12.0,23.0,1943.0,21.6,4.0,1.0,5.0,3.0,1.0,2.0,-2.0,0.0,170.0,38.0,250.0,0.0,-0.1,-0.09999999999999998,-0.03,-0.13
Alexis Blin,Midfield,-1500000.0,2.0,-22.0,-16.0,-1540.0,-17.2,-1.0,-3.0,-4.0,-1.0,0.0,0.0,-5.0,0.0,2.0,-70.0,-14.0,-0.05,-0.14,-0.19,-0.05,-0.19
Alexis Sánchez,Attack,-52500000.0,-3.0,9.0,9.0,847.0,9.4,-2.0,-3.0,-5.0,-2.0,0.0,-1.0,0.0,0.0,-29.0,-70.0,-102.0,-0.17,-0.26,-0.43,-0.17,-0.43
Alfie Mawson,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alfonso Pedraza,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alfred Duncan,Midfield,2000000.0,-3.0,-13.0,-15.0,-1286.0,-14.3,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,-40.0,-85.0,-99.0,0.0,-0.09,-0.09,0.0,-0.09
Alfred Gomis,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alisson,Goalkeeper,-61000000.0,3.0,-11.0,-12.0,-1194.0,-13.3,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,52.0,87.0,109.0,0.08,0.0,0.08,0.08,0.08
Allan,Midfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allan Nyom,Defender,25500000.0,-8.0,-11.0,-13.0,-1228.0,-13.7,1.0,0.0,1.0,1.0,0.0,0.0,-6.0,0.0,28.0,1.0,18.0,0.08,0.04,0.13,0.08,0.13
Allan Saint-Maximin,Attack,-17500000.0,8.0,-20.0,-17.0,-1456.0,-16.2,-3.0,-7.0,-10.0,-3.0,0.0,0.0,4.0,0.0,-177.0,-66.0,-263.0,-0.12,-0.28,-0.4,-0.12,-0.4
Almamy Touré,Defender,-6000000.0,10.0,5.0,9.0,702.0,7.799999999999999,0.0,-3.0,-3.0,0.0,0.0,0.0,3.0,1.0,-6.0,47.0,-69.0,-0.020000000000000004,-0.27,-0.29,-0.020000000000000004,-0.29
Alphonse Areola,Goalkeeper,-11000000.0,-3.0,-10.0,-23.0,-2098.0,-23.3,5.0,2.0,7.0,5.0,0.0,0.0,4.0,0.0,33.0,8.0,79.0,0.47,0.19,0.65,0.47,0.65
Amadou Diawara,Midfield,-10500000.0,6.0,7.0,12.0,987.0,10.899999999999999,-1.0,0.0,-1.0,-1.0,0.0,0.0,8.0,0.0,68.0,19.0,107.0,-0.14,0.0,-0.14,-0.14,-0.14
Amato Ciciretti,Attack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ambroise Oyongo,Defender,21000000.0,2.0,19.0,13.0,1202.0,13.399999999999999,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,12.0,86.0,18.0,0.13,0.19,0.32,0.13,0.32
Amine Harit,Attack,-23000000.0,1.0,-24.0,-17.0,-1588.0,-17.6,-3.0,-3.0,-6.0,-2.0,-1.0,-1.0,-3.0,0.0,-115.0,-77.0,-128.0,-0.13,-0.13,-0.26,-0.09,-0.22
Amir Abrashi,Midfield,13000000.0,0.0,17.0,2.0,516.0,5.799999999999999,7.0,2.0,9.0,7.0,0.0,0.0,0.0,0.0,13.0,-23.0,78.0,0.46,0.13,0.59,0.46,0.59
Anaitz Arbilla,Defender,-1000000.0,7.0,-22.0,-22.0,-2154.0,-23.900000000000002,-2.0,-1.0,-3.0,-2.0,0.0,0.0,-8.0,0.0,-31.0,-140.0,-2.0,-0.07,-0.04,-0.11,-0.07,-0.11
Anastasios Donis,Attack,36000000.0,4.0,19.0,26.0,2350.0,26.200000000000003,13.0,1.0,14.0,8.0,5.0,6.0,4.0,0.0,22.0,55.0,217.0,0.21999999999999997,-0.11,0.10999999999999999,0.08000000000000002,-0.030000000000000027
Ander Capa,Defender,-1000000.0,6.0,3.0,11.0,964.0,10.700000000000003,0.0,-1.0,-1.0,0.0,0.0,0.0,-2.0,1.0,-81.0,-143.0,-122.0,0.0,-0.04,-0.04,0.0,-0.04
Ander Herrera,Midfield,-12000000.0,-3.0,-14.0,-9.0,-768.0,-8.5,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,7.0,-47.0,19.0,0.0,0.21999999999999997,0.21999999999999997,0.0,0.21999999999999997
Ander Iturraspe,Midfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andoni Gorosabel,Defender,-1000000.0,12.0,22.0,21.0,1760.0,19.599999999999998,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,17.0,105.0,11.0,0.0,0.1,0.1,0.0,0.1
Andre Gray,Attack,0.0,-7.0,-4.0,1.0,127.0,1.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,14.0,-20.0,-0.019999999999999962,0.05000000000000002,0.020000000000000018,-0.019999999999999962,0.020000000000000018
Andrea Barzagli,Defender,-750000.0,-2.0,-19.0,-8.0,-953.0,-10.600000000000001,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,1.0,-5.0,-62.0,7.0,0.0,-0.06,-0.06,0.0,-0.06
Andrea Belotti,Attack,-35000000.0,7.0,-28.0,-29.0,-2621.0,-29.1,-10.0,-5.0,-15.0,-10.0,0.0,-2.0,-1.0,0.0,-40.0,-38.0,-201.0,-0.34,-0.17,-0.5,-0.34,-0.5
Andrea Consigli,Goalkeeper,-3500000.0,1.0,-13.0,-16.0,-1540.0,-17.099999999999998,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,15.0,63.0,48.0,0.0,0.1,0.1,0.0,0.1
Andrea Conti,Defender,20000000.0,-1.0,6.0,4.0,460.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,17.0,-11.0,0.0,0.0,0.0,0.0,0.0
Andrea Masiello,Defender,2000000.0,-5.0,-11.0,-12.0,-1232.0,-13.700000000000003,-2.0,0.0,-2.0,-2.0,0.0,0.0,1.0,3.0,-9.0,-72.0,-18.0,-0.010000000000000009,0.0,-0.010000000000000009,-0.010000000000000009,-0.010000000000000009
Andrea Petagna,Attack,70000000.0,2.0,7.0,14.0,1598.0,17.700000000000003,-4.0,6.0,2.0,-4.0,0.0,0.0,-2.0,0.0,72.0,199.0,79.0,-0.22,0.02999999999999997,-0.19,-0.22,-0.19
Andrea Pinamonti,Attack,-1500000.0,13.0,17.0,16.0,1425.0,15.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,89.0,8.0,0.0,0.0,0.0,0.0,0.0
Andrea Poli,Midfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrea Raggi,Defender,19250000.0,-5.0,-11.0,-13.0,-1148.0,-12.799999999999999,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,0.0,9.0,-29.0,-5.0,0.33,0.0,0.33,0.33,0.33
Andrea Ranocchia,Defender,10000000.0,-2.0,27.0,27.0,2382.0,26.4,4.0,4.0,8.0,4.0,0.0,0.0,-3.0,0.0,141.0,87.0,277.0,-0.10999999999999999,0.12,0.010000000000000009,-0.10999999999999999,0.010000000000000009
Andreas Beck,Defender,25000000.0,-5.0,4.0,2.0,53.0,0.6000000000000014,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,22.0,68.0,-54.0,0.0,0.0,0.0,0.0,0.0
Andreas Christensen,Defender,-36500000.0,6.0,1.0,-2.0,-34.0,-0.3999999999999986,4.0,4.0,8.0,4.0,0.0,0.0,7.0,0.0,19.0,-47.0,125.0,0.18,0.18,0.35,0.18,0.35
Andreas Cornelius,Attack,9000000.0,3.0,1.0,13.0,707.0,7.799999999999999,3.0,-1.0,2.0,3.0,0.0,0.0,2.0,0.0,28.0,34.0,9.0,0.040000000000000036,-0.1,-0.06,0.040000000000000036,-0.06
Andreas Luthe,Goalkeeper,21000000.0,-8.0,25.0,23.0,1979.0,22.0,9.0,0.0,9.0,9.0,0.0,0.0,4.0,0.0,50.0,74.0,191.0,0.38,0.0,0.38,0.38,0.38
Andreas Pereira,Attack,-6500000.0,10.0,-17.0,-6.0,-538.0,-6.0,-1.0,-3.0,-4.0,-1.0,0.0,0.0,-3.0,0.0,-53.0,-50.0,-81.0,-0.08,-0.25,-0.33,-0.08,-0.33
Andrei Girotto,Defender,3000000.0,6.0,6.0,9.0,815.0,9.0,-1.0,3.0,2.0,-1.0,0.0,0.0,0.0,0.0,42.0,73.0,68.0,-0.06,0.09,0.03,-0.06,0.03
Andrew Hjulsager,Attack,6800000.0,7.0,10.0,3.0,447.0,4.8999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0
Andrew Robertson,Defender,-32000000.0,3.0,14.0,14.0,1175.0,13.0,13.0,2.0,15.0,10.0,3.0,3.0,2.0,0.0,3.0,-48.0,131.0,0.35000000000000003,-0.03,0.32999999999999996,0.27,0.24
Andrew Surman,Midfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andriy Yarmolenko,Attack,-18000000.0,-6.0,13.0,5.0,596.0,6.699999999999999,1.0,-2.0,-1.0,1.0,0.0,0.0,1.0,0.0,3.0,45.0,13.0,-0.04000000000000001,-0.2,-0.24,-0.04000000000000001,-0.24
Andros Townsend,Attack,-7000000.0,4.0,-12.0,-15.0,-1246.0,-13.900000000000002,-1.0,-6.0,-7.0,-1.0,0.0,0.0,-1.0,0.0,-155.0,-61.0,-248.0,-0.009999999999999995,-0.15000000000000002,-0.16,-0.009999999999999995,-0.16
André Gomes,Midfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
André Hahn,Attack,-3000000.0,6.0,-5.0,-2.0,-300.0,-3.299999999999999,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,28.0,21.0,-19.0,0.22999999999999998,0.17,0.39999999999999997,0.22999999999999998,0.39999999999999997
André Schürrle,Attack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
André Silva,Attack,-10000000.0,6.0,10.0,27.0,2120.0,23.6,-2.0,-1.0,-3.0,-2.0,0.0,0.0,0.0,0.0,-25.0,-22.0,-117.0,-0.19,-0.1,-0.29,-0.19,-0.29
Andrés Fernández,Goalkeeper,59000000.0,-8.0,24.0,15.0,1396.0,15.5,10.0,2.0,12.0,9.0,1.0,1.0,2.0,0.0,109.0,66.0,205.0,0.56,0.11,0.67,0.5,0.61
Andrés Guardado,Midfield,-3500000.0,-3.0,-7.0,-19.0,-1529.0,-17.0,2.0,-8.0,-6.0,3.0,-1.0,-1.0,-5.0,0.0,-39.0,-143.0,-18.0,0.41,-0.32,0.08999999999999997,0.45,0.13
Andy Carroll,Attack,120000000.0,-1.0,21.0,30.0,2447.0,27.2,12.0,8.0,20.0,9.0,3.0,3.0,-1.0,-2.0,81.0,125.0,199.0,0.06,0.23,0.29000000000000004,-0.019999999999999962,0.20000000000000007
Andy Delort,Attack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angelo Fulgini,Attack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
